,product,words,words_tagging,syllables,syllables_tagging
그라나 파다노 치즈랑 포스틱,"['그라나', ' ', '파다노', ' ', '치즈', '랑', ' ', '포스틱']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B']","['그', '라', '나', ' ', '파', '다', '노', ' ', '치', '즈', '랑', ' ', '포', '스', '틱']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
아이스크림 스틱바 바닐라카라멜아몬드와 노브랜드 물만두,"['아이스크림', ' ', '스틱바', ' ', '바닐라카라멜아몬드', '와', ' ', '노브랜드', ' ', '물만두']","['PRDG_B', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['아', '이', '스', '크', '림', ' ', '스', '틱', '바', ' ', '바', '닐', '라', '카', '라', '멜', '아', '몬', '드', '와', ' ', '노', '브', '랜', '드', ' ', '물', '만', '두']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
몽블랑 큐브와 프랑스 파베이크,"['몽블랑', ' ', '큐브', '와', ' ', '프랑스', ' ', '파베이크']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['몽', '블', '랑', ' ', '큐', '브', '와', ' ', '프', '랑', '스', ' ', '파', '베', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼원가든 소불고기와 설야멱적 양념 소불고기,"['삼원가든', ' ', '소불고기', '와', ' ', '설야멱적', ' ', '양념', ' ', '소불고기']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '원', '가', '든', ' ', '소', '불', '고', '기', '와', ' ', '설', '야', '멱', '적', ' ', '양', '념', ' ', '소', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
하니카스테라진한 초콜릿 파운드랑 치즈 360G,"['하니카스테라진한', ' ', '초콜릿', ' ', '파운드', '랑', ' ', '치즈', ' ', '360G']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRDG_B', '-', 'PRD_B']","['하', '니', '카', '스', '테', '라', '진', '한', ' ', '초', '콜', '릿', ' ', '파', '운', '드', '랑', ' ', '치', '즈', ' ', '3', '6', '0', 'G']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
수작 광양식 소불고기랑 노브랜드 빅그릴비엔나,"['수작', ' ', '광양식', ' ', '소불고기', '랑', ' ', '노브랜드', ' ', '빅그릴비엔나']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['수', '작', ' ', '광', '양', '식', ' ', '소', '불', '고', '기', '랑', ' ', '노', '브', '랜', '드', ' ', '빅', '그', '릴', '비', '엔', '나']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
위니비니엑스스누피 썸머스위츠미니웜즈구미와 굽네 닭가슴살 잡채볶음밥,"['위니비니엑스스누피', ' ', '썸머스위츠미니웜즈구미', '와', ' ', '굽네', ' ', '닭가슴살', ' ', '잡채볶음밥']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['위', '니', '비', '니', '엑', '스', '스', '누', '피', ' ', '썸', '머', '스', '위', '츠', '미', '니', '웜', '즈', '구', '미', '와', ' ', '굽', '네', ' ', '닭', '가', '슴', '살', ' ', '잡', '채', '볶', '음', '밥']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
닭가슴살 그릴비엔나 마늘과 김해축협 한돈 엘에이식 양념갈비냉동,"['닭가슴살', ' ', '그릴비엔나', ' ', '마늘', '과', ' ', '김해축협', ' ', '한돈', ' ', '엘에이식', ' ', '양념갈비냉동']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['닭', '가', '슴', '살', ' ', '그', '릴', '비', '엔', '나', ' ', '마', '늘', '과', ' ', '김', '해', '축', '협', ' ', '한', '돈', ' ', '엘', '에', '이', '식', ' ', '양', '념', '갈', '비', '냉', '동']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
진주햄 천하장사 더블링콰트로 월넛파운드 잉글리쉬파운드,"['진주햄', ' ', '천하장사', ' ', '더블링콰트로', ' ', '월넛파운드', ' ', '잉글리쉬파운드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['진', '주', '햄', ' ', '천', '하', '장', '사', ' ', '더', '블', '링', '콰', '트', '로', ' ', '월', '넛', '파', '운', '드', ' ', '잉', '글', '리', '쉬', '파', '운', '드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
플레인 저지방이랑 마쉬멜로우 어쏘티드,"['플레인', ' ', '저지방', '이랑', ' ', '마쉬멜로우', ' ', '어쏘티드']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['플', '레', '인', ' ', '저', '지', '방', '이', '랑', ' ', '마', '쉬', '멜', '로', '우', ' ', '어', '쏘', '티', '드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
비프 코르마 위니비니엑스스누피 썸머스위츠장미모양구미,"['비프', ' ', '코르마', ' ', '위니비니엑스스누피', ' ', '썸머스위츠장미모양구미']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['비', '프', ' ', '코', '르', '마', ' ', '위', '니', '비', '니', '엑', '스', '스', '누', '피', ' ', '썸', '머', '스', '위', '츠', '장', '미', '모', '양', '구', '미']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
소문난 떡붕어와 원조 흑미쌀 찐빵,"['소문난', ' ', '떡붕어', '와', ' ', '원조', ' ', '흑미쌀', ' ', '찐빵']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['소', '문', '난', ' ', '떡', '붕', '어', '와', ' ', '원', '조', ' ', '흑', '미', '쌀', ' ', '찐', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
클로렐라 젤리랑 176G 치즈,"['클로렐라', ' ', '젤리', '랑', ' ', '176G', ' ', '치즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', 'PRDG_B']","['클', '로', '렐', '라', ' ', '젤', '리', '랑', ' ', '1', '7', '6', 'G', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
씨제이 쁘띠첼 요거젤리 밀감과 청매실 고추장 장아찌,"['씨제이', ' ', '쁘띠첼', ' ', '요거젤리', ' ', '밀감', '과', ' ', '청매실', ' ', '고추장', ' ', '장아찌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '쁘', '띠', '첼', ' ', '요', '거', '젤', '리', ' ', '밀', '감', '과', ' ', '청', '매', '실', ' ', '고', '추', '장', ' ', '장', '아', '찌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
뽀뽀뜨 볶음김치 72G 과자,"['뽀뽀뜨', ' ', '볶음김치', ' ', '72G', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', '-', 'PRDG_B']","['뽀', '뽀', '뜨', ' ', '볶', '음', '김', '치', ' ', '7', '2', 'G', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
벨지움 슈가와플이랑 수미칩 오리지널,"['벨지움', ' ', '슈가와플', '이랑', ' ', '수미칩', ' ', '오리지널']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['벨', '지', '움', ' ', '슈', '가', '와', '플', '이', '랑', ' ', '수', '미', '칩', ' ', '오', '리', '지', '널']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
바밤바 사탕과 선호 새우젓갈,"['바밤바', ' ', '사탕', '과', ' ', '선호', ' ', '새우젓갈']","['PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['바', '밤', '바', ' ', '사', '탕', '과', ' ', '선', '호', ' ', '새', '우', '젓', '갈']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
매일 허쉬 쵸콜렛 드링크 우유 매일우유 저지방,"['매일', ' ', '허쉬', ' ', '쵸콜렛', ' ', '드링크', ' ', '우유', ' ', '매일우유', ' ', '저지방']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['매', '일', ' ', '허', '쉬', ' ', '쵸', '콜', '렛', ' ', '드', '링', '크', ' ', '우', '유', ' ', '매', '일', '우', '유', ' ', '저', '지', '방']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
통곡물바 화이트와 쁘띠 땅콩샌드,"['통곡물바', ' ', '화이트', '와', ' ', '쁘띠', ' ', '땅콩샌드']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['통', '곡', '물', '바', ' ', '화', '이', '트', '와', ' ', '쁘', '띠', ' ', '땅', '콩', '샌', '드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
청정원 콰트로치즈그릴비엔나랑 이마트 그래놀라,"['청정원', ' ', '콰트로치즈그릴비엔나', '랑', ' ', '이마트', ' ', '그래놀라']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['청', '정', '원', ' ', '콰', '트', '로', '치', '즈', '그', '릴', '비', '엔', '나', '랑', ' ', '이', '마', '트', ' ', '그', '래', '놀', '라']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 다담 냉이된장찌개 양념이랑 하리보 골드베렌 젤리 곰돌이 사탕,"['씨제이', ' ', '다담', ' ', '냉이된장찌개', ' ', '양념', '이랑', ' ', '하리보', ' ', '골드베렌', ' ', '젤리', ' ', '곰돌이', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['씨', '제', '이', ' ', '다', '담', ' ', '냉', '이', '된', '장', '찌', '개', ' ', '양', '념', '이', '랑', ' ', '하', '리', '보', ' ', '골', '드', '베', '렌', ' ', '젤', '리', ' ', '곰', '돌', '이', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
맥스봉 후앙 마늘바게트,"['맥스봉', ' ', '후앙', ' ', '마늘바게트']","['PRD_B', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['맥', '스', '봉', ' ', '후', '앙', ' ', '마', '늘', '바', '게', '트']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
파스키에와 남양 맛있는 우유,"['파스키에', '와', ' ', '남양', ' ', '맛있는', ' ', '우유']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['파', '스', '키', '에', '와', ' ', '남', '양', ' ', '맛', '있', '는', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
맥케인 리에주슈가와플이랑 동원소와나무 피자치즈,"['맥케인', ' ', '리에주슈가와플', '이랑', ' ', '동원소와나무', ' ', '피자치즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['맥', '케', '인', ' ', '리', '에', '주', '슈', '가', '와', '플', '이', '랑', ' ', '동', '원', '소', '와', '나', '무', ' ', '피', '자', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
자일리톨 닥터존스 캔디와 동광젓갈 웰빙명란젓,"['자일리톨', ' ', '닥터존스', ' ', '캔디', '와', ' ', '동광젓갈', ' ', '웰빙명란젓']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['자', '일', '리', '톨', ' ', '닥', '터', '존', '스', ' ', '캔', '디', '와', ' ', '동', '광', '젓', '갈', ' ', '웰', '빙', '명', '란', '젓']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
저지방 우유와 서울우유 앙팡치즈 까요까요 딸기,"['저지방', ' ', '우유', '와', ' ', '서울우유', ' ', '앙팡치즈', ' ', '까요까요', ' ', '딸기']","['PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['저', '지', '방', ' ', '우', '유', '와', ' ', '서', '울', '우', '유', ' ', '앙', '팡', '치', '즈', ' ', '까', '요', '까', '요', ' ', '딸', '기']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
110ML 아이스크림 소담고기만두,"['110ML', ' ', '아이스크림', ' ', '소담고기만두']","['PRD_B', '-', 'PRDG_B', '-', 'PRD_B']","['1', '1', '0', 'M', 'L', ' ', '아', '이', '스', '크', '림', ' ', '소', '담', '고', '기', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 맥스봉 치즈후랑크 비타민디 우유,"['씨제이', ' ', '맥스봉', ' ', '치즈후랑크', ' ', '비타민디', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', '-', 'PRDG_B']","['씨', '제', '이', ' ', '맥', '스', '봉', ' ', '치', '즈', '후', '랑', '크', ' ', '비', '타', '민', '디', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
아이스크림 1KG랑 나가사키 카스텔라 그린티,"['아이스크림', ' ', '1KG', '랑', ' ', '나가사키', ' ', '카스텔라', ' ', '그린티']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['아', '이', '스', '크', '림', ' ', '1', 'K', 'G', '랑', ' ', '나', '가', '사', '키', ' ', '카', '스', '텔', '라', ' ', '그', '린', '티']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
목우촌 프라임 로스트햄과 국내산 팥으로 만든 안흥단호박찐빵,"['목우촌', ' ', '프라임', ' ', '로스트햄', '과', ' ', '국내산', ' ', '팥으로', ' ', '만든', ' ', '안흥단호박찐빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['목', '우', '촌', ' ', '프', '라', '임', ' ', '로', '스', '트', '햄', '과', ' ', '국', '내', '산', ' ', '팥', '으', '로', ' ', '만', '든', ' ', '안', '흥', '단', '호', '박', '찐', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
진주햄 비엔나 오리지널 피코크 언양식 불고기,"['진주햄', ' ', '비엔나', ' ', '오리지널', ' ', '피코크', ' ', '언양식', ' ', '불고기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['진', '주', '햄', ' ', '비', '엔', '나', ' ', '오', '리', '지', '널', ' ', '피', '코', '크', ' ', '언', '양', '식', ' ', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
청정원 콰트로치즈그릴비엔나와 구르메 고르곤졸라,"['청정원', ' ', '콰트로치즈그릴비엔나', '와', ' ', '구르메', ' ', '고르곤졸라']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['청', '정', '원', ' ', '콰', '트', '로', '치', '즈', '그', '릴', '비', '엔', '나', '와', ' ', '구', '르', '메', ' ', '고', '르', '곤', '졸', '라']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
프랑스 초콜릿 파운드 케이크 냉동빵 해드림 야채순대,"['프랑스', ' ', '초콜릿', ' ', '파운드', ' ', '케이크', ' ', '냉동빵', ' ', '해드림', ' ', '야채순대']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['프', '랑', '스', ' ', '초', '콜', '릿', ' ', '파', '운', '드', ' ', '케', '이', '크', ' ', '냉', '동', '빵', ' ', '해', '드', '림', ' ', '야', '채', '순', '대']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
짱구랑 푹고은 육개장,"['짱구', '랑', ' ', '푹고은', ' ', '육개장']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['짱', '구', '랑', ' ', '푹', '고', '은', ' ', '육', '개', '장']","['PRD_B', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
