product,words,words_tagging,syllables,syllables_tagging
풀무원 아임리얼 떠먹는 망고,"['풀무원', ' ', '아임리얼', ' ', '떠먹는', ' ', '망고']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['풀', '무', '원', ' ', '아', '임', '리', '얼', ' ', '떠', '먹', '는', ' ', '망', '고']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
우유 250ML,"['우유', ' ', '250ML']","['PRDG_B', '-', 'PRD_B']","['우', '유', ' ', '2', '5', '0', 'M', 'L']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
국내산 명이나물 장아찌,"['국내산', ' ', '명이나물', ' ', '장아찌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['국', '내', '산', ' ', '명', '이', '나', '물', ' ', '장', '아', '찌']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
감자식빵,['감자식빵'],['PRD_B'],"['감', '자', '식', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
냉동 하림 굿초이스프로라인 치킨너겟,"['냉동', ' ', '하림', ' ', '굿초이스프로라인', ' ', '치킨너겟']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['냉', '동', ' ', '하', '림', ' ', '굿', '초', '이', '스', '프', '로', '라', '인', ' ', '치', '킨', '너', '겟']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
옛맛 깻잎지,"['옛맛', ' ', '깻잎지']","['PRD_B', 'PRD_I', 'PRD_I']","['옛', '맛', ' ', '깻', '잎', '지']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
프랑스 프리미엄 초콜릿 트위스트 냉동생지,"['프랑스', ' ', '프리미엄', ' ', '초콜릿', ' ', '트위스트', ' ', '냉동생지']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['프', '랑', '스', ' ', '프', '리', '미', '엄', ' ', '초', '콜', '릿', ' ', '트', '위', '스', '트', ' ', '냉', '동', '생', '지']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 돼지 고기 장조림,"['피코크', ' ', '돼지', ' ', '고기', ' ', '장조림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '돼', '지', ' ', '고', '기', ' ', '장', '조', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
슬로우 지방 우유,"['슬로우', ' ', '지방', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['슬', '로', '우', ' ', '지', '방', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
바다먹자 화끈한 성수쭈꾸미 약간매운맛,"['바다먹자', ' ', '화끈한', ' ', '성수쭈꾸미', ' ', '약간매운맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['바', '다', '먹', '자', ' ', '화', '끈', '한', ' ', '성', '수', '쭈', '꾸', '미', ' ', '약', '간', '매', '운', '맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
락토프리 저지방 멸균 우유,"['락토프리', ' ', '저지방', ' ', '멸균', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['락', '토', '프', '리', ' ', '저', '지', '방', ' ', '멸', '균', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피코크 당근 케익,"['피코크', ' ', '당근', ' ', '케익']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '당', '근', ' ', '케', '익']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
체다 치즈볼 스낵,"['체다', ' ', '치즈볼', ' ', '스낵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['체', '다', ' ', '치', '즈', '볼', ' ', '스', '낵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
닭가슴살 슬라이스,"['닭가슴살', ' ', '슬라이스']","['PRD_B', 'PRD_I', 'PRD_I']","['닭', '가', '슴', '살', ' ', '슬', '라', '이', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
사탕 180G,"['사탕', ' ', '180G']","['PRDG_B', '-', 'PRD_B']","['사', '탕', ' ', '1', '8', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
마켓오 치즈칩 포테이토 과자,"['마켓오', ' ', '치즈칩', ' ', '포테이토', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['마', '켓', '오', ' ', '치', '즈', '칩', ' ', '포', '테', '이', '토', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
하니카스테라진한 초콜릿 파운드,"['하니카스테라진한', ' ', '초콜릿', ' ', '파운드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['하', '니', '카', '스', '테', '라', '진', '한', ' ', '초', '콜', '릿', ' ', '파', '운', '드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
옥수수 과자,"['옥수수', ' ', '과자']","['PRD_B', '-', 'PRDG_B']","['옥', '수', '수', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
프렌즈 바나나칩 과자,"['프렌즈', ' ', '바나나칩', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['프', '렌', '즈', ' ', '바', '나', '나', '칩', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
저스트 과일퓨레 파인애플사과,"['저스트', ' ', '과일퓨레', ' ', '파인애플사과']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['저', '스', '트', ' ', '과', '일', '퓨', '레', ' ', '파', '인', '애', '플', '사', '과']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
취영루 물만두,"['취영루', ' ', '물만두']","['PRD_B', 'PRD_I', 'PRD_I']","['취', '영', '루', ' ', '물', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아워홈 매콤제육불고기,"['아워홈', ' ', '매콤제육불고기']","['PRD_B', 'PRD_I', 'PRD_I']","['아', '워', '홈', ' ', '매', '콤', '제', '육', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
맥스칩 과자,"['맥스칩', ' ', '과자']","['PRD_B', '-', 'PRDG_B']","['맥', '스', '칩', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
롯데 의성마늘구이햄,"['롯데', ' ', '의성마늘구이햄']","['PRD_B', 'PRD_I', 'PRD_I']","['롯', '데', ' ', '의', '성', '마', '늘', '구', '이', '햄']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
노브랜드 그릴 닭가슴살,"['노브랜드', ' ', '그릴', ' ', '닭가슴살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['노', '브', '랜', '드', ' ', '그', '릴', ' ', '닭', '가', '슴', '살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
허니 카스테라 잉글리쉬,"['허니', ' ', '카스테라', ' ', '잉글리쉬']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['허', '니', ' ', '카', '스', '테', '라', ' ', '잉', '글', '리', '쉬']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
닭가슴살 소시지 야채맛,"['닭가슴살', ' ', '소시지', ' ', '야채맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['닭', '가', '슴', '살', ' ', '소', '시', '지', ' ', '야', '채', '맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
돈까스,['돈까스'],['PRD_B'],"['돈', '까', '스']","['PRD_B', 'PRD_I', 'PRD_I']"
삼립 달콤한 초코슈,"['삼립', ' ', '달콤한', ' ', '초코슈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '달', '콤', '한', ' ', '초', '코', '슈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
밀크딸기 아이스크림,"['밀크딸기', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['밀', '크', '딸', '기', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
유기농 순수 호밀빵,"['유기농', ' ', '순수', ' ', '호밀빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['유', '기', '농', ' ', '순', '수', ' ', '호', '밀', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
자연을담그다 양반 썰은김치,"['자연을담그다', ' ', '양반', ' ', '썰은김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['자', '연', '을', '담', '그', '다', ' ', '양', '반', ' ', '썰', '은', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
냉장 통그릴 윈너,"['냉장', ' ', '통그릴', ' ', '윈너']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['냉', '장', ' ', '통', '그', '릴', ' ', '윈', '너']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
치즈 280G,"['치즈', ' ', '280G']","['PRDG_B', '-', 'PRD_B']","['치', '즈', ' ', '2', '8', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
멘토스 푸르티,"['멘토스', ' ', '푸르티']","['PRD_B', 'PRD_I', 'PRD_I']","['멘', '토', '스', ' ', '푸', '르', '티']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
오징어,['오징어'],['PRD_B'],"['오', '징', '어']","['PRD_B', 'PRD_I', 'PRD_I']"
사탕 83G,"['사탕', ' ', '83G']","['PRDG_B', '-', 'PRD_B']","['사', '탕', ' ', '8', '3', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
오뚜기 짜장면,"['오뚜기', ' ', '짜장면']","['PRD_B', 'PRD_I', 'PRD_I']","['오', '뚜', '기', ' ', '짜', '장', '면']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
매일 멸균 무지방 우유,"['매일', ' ', '멸균', ' ', '무지방', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['매', '일', ' ', '멸', '균', ' ', '무', '지', '방', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
미니 고다스틱,"['미니', ' ', '고다스틱']","['PRD_B', 'PRD_I', 'PRD_I']","['미', '니', ' ', '고', '다', '스', '틱']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
매일 상하치즈 브리치즈,"['매일', ' ', '상하치즈', ' ', '브리치즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['매', '일', ' ', '상', '하', '치', '즈', ' ', '브', '리', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 팝콘 자이언트,"['피코크', ' ', '팝콘', ' ', '자이언트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '팝', '콘', ' ', '자', '이', '언', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동서 플랜터스 드라이로스트 피넛,"['동서', ' ', '플랜터스', ' ', '드라이로스트', ' ', '피넛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['동', '서', ' ', '플', '랜', '터', '스', ' ', '드', '라', '이', '로', '스', '트', ' ', '피', '넛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
풀무원 토이쿠키 씽씽자동차만들기,"['풀무원', ' ', '토이쿠키', ' ', '씽씽자동차만들기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['풀', '무', '원', ' ', '토', '이', '쿠', '키', ' ', '씽', '씽', '자', '동', '차', '만', '들', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
크라운 죠리퐁 과자,"['크라운', ' ', '죠리퐁', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['크', '라', '운', ' ', '죠', '리', '퐁', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
롯데 바로구워토스트,"['롯데', ' ', '바로구워토스트']","['PRD_B', 'PRD_I', 'PRD_I']","['롯', '데', ' ', '바', '로', '구', '워', '토', '스', '트']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
돌가마 돼지특수부위 왕덜미살,"['돌가마', ' ', '돼지특수부위', ' ', '왕덜미살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['돌', '가', '마', ' ', '돼', '지', '특', '수', '부', '위', ' ', '왕', '덜', '미', '살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
청우 유가 사탕,"['청우', ' ', '유가', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['청', '우', ' ', '유', '가', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
찬마루 중화마파두부 양념소스,"['찬마루', ' ', '중화마파두부', ' ', '양념소스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['찬', '마', '루', ' ', '중', '화', '마', '파', '두', '부', ' ', '양', '념', '소', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
단백질 한끼 비락 시리얼 우유,"['단백질', ' ', '한끼', ' ', '비락', ' ', '시리얼', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['단', '백', '질', ' ', '한', '끼', ' ', '비', '락', ' ', '시', '리', '얼', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피키바 메가넛츠,"['피키바', ' ', '메가넛츠']","['PRD_B', 'PRD_I', 'PRD_I']","['피', '키', '바', ' ', '메', '가', '넛', '츠']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
농심 사탕,"['농심', ' ', '사탕']","['PRD_B', '-', 'PRDG_B']","['농', '심', ' ', '사', '탕']","['PRD_B', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
롯데 조안나 바닐라 아이스크림,"['롯데', ' ', '조안나', ' ', '바닐라', ' ', '아이스크림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['롯', '데', ' ', '조', '안', '나', ' ', '바', '닐', '라', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
더김치 열무물김치,"['더김치', ' ', '열무물김치']","['PRD_B', 'PRD_I', 'PRD_I']","['더', '김', '치', ' ', '열', '무', '물', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
창화당 고기궁중만두,"['창화당', ' ', '고기궁중만두']","['PRD_B', 'PRD_I', 'PRD_I']","['창', '화', '당', ' ', '고', '기', '궁', '중', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 쁘띠첼 워터젤리 복숭아,"['씨제이', ' ', '쁘띠첼', ' ', '워터젤리', ' ', '복숭아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '쁘', '띠', '첼', ' ', '워', '터', '젤', '리', ' ', '복', '숭', '아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
투게더 아이스크림,"['투게더', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['투', '게', '더', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
피코크 피클,"['피코크', ' ', '피클']","['PRD_B', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '피', '클']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
크림수제 쿠키슈 초코,"['크림수제', ' ', '쿠키슈', ' ', '초코']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['크', '림', '수', '제', ' ', '쿠', '키', '슈', ' ', '초', '코']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
매일 바이오 드링크,"['매일', ' ', '바이오', ' ', '드링크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['매', '일', ' ', '바', '이', '오', ' ', '드', '링', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 이탈리안통베이컨 갈릭바질,"['씨제이', ' ', '이탈리안통베이컨', ' ', '갈릭바질']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '이', '탈', '리', '안', '통', '베', '이', '컨', ' ', '갈', '릭', '바', '질']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
김치 1600G,"['김치', ' ', '1600G']","['PRDG_B', '-', 'PRD_B']","['김', '치', ' ', '1', '6', '0', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
전철우 나주곰탕,"['전철우', ' ', '나주곰탕']","['PRD_B', 'PRD_I', 'PRD_I']","['전', '철', '우', ' ', '나', '주', '곰', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
네슬 네스퀵,"['네슬', ' ', '네스퀵']","['PRD_B', 'PRD_I', 'PRD_I']","['네', '슬', ' ', '네', '스', '퀵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
꾸이대통 과자,"['꾸이대통', ' ', '과자']","['PRD_B', '-', 'PRDG_B']","['꾸', '이', '대', '통', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
피코크 멸치호두볶음,"['피코크', ' ', '멸치호두볶음']","['PRD_B', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '멸', '치', '호', '두', '볶', '음']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마음심은 국내산 배윤자 열무 김치,"['마음심은', ' ', '국내산', ' ', '배윤자', ' ', '열무', ' ', '김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['마', '음', '심', '은', ' ', '국', '내', '산', ' ', '배', '윤', '자', ' ', '열', '무', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
치즈믹스,['치즈믹스'],['PRD_B'],"['치', '즈', '믹', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
동원 미니돈까스,"['동원', ' ', '미니돈까스']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '원', ' ', '미', '니', '돈', '까', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마쉬멜로우 어쏘티드,"['마쉬멜로우', ' ', '어쏘티드']","['PRD_B', 'PRD_I', 'PRD_I']","['마', '쉬', '멜', '로', '우', ' ', '어', '쏘', '티', '드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
대복 김치,"['대복', ' ', '김치']","['PRD_B', '-', 'PRDG_B']","['대', '복', ' ', '김', '치']","['PRD_B', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
씨제이 숯불향 닭강정,"['씨제이', ' ', '숯불향', ' ', '닭강정']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '숯', '불', '향', ' ', '닭', '강', '정']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
